File	Time	Result	Ackermann	Solver
/4/foobar.txt.5	0m0,192s	unsat	Yes	mathSAT
/4/foobar.txt.5	0m0,193s	unsat	No	mathSAT

/4/foobar.txt.6	0m0,267s	unsat	Yes	Z3
/4/foobar.txt.6	0m0,247s	unsat	No	Z3
/4/foobar.txt.6	0m0,547s	unsat	Yes	cvc5
/4/foobar.txt.6	0m0,549s	unsat	No	cvc5
/4/foobar.txt.6	0m0,484s	unsat	Yes	mathSAT
/4/foobar.txt.6	0m0,457s	unsat	No	mathSAT

/4/foobar.txt.7	0m0,289s	unsat	Yes	Z3
/4/foobar.txt.7	0m0,273s	unsat	No	Z3
/4/foobar.txt.7	0m0,733s	unsat	Yes	cvc5
/4/foobar.txt.7	0m0,727s	unsat	No	cvc5
/4/foobar.txt.7	0m0,407s	unsat	Yes	mathSAT
/4/foobar.txt.7	0m0,407s	unsat	No	mathSAT

/4/foobar.txt.8	0m0,550s	unsat	Yes	Z3
/4/foobar.txt.8	0m0,378s	unsat	No	Z3
/4/foobar.txt.8	0m1,278s	unsat	Yes	cvc5
/4/foobar.txt.8	0m1,293s	unsat	No	cvc5
/4/foobar.txt.8	0m2,216s	unsat	Yes	mathSAT
/4/foobar.txt.8	0m2,410s	unsat	No	mathSAT

/4/foobar.txt.9	0m0,436s	unsat	Yes	Z3
/4/foobar.txt.9	0m0,432s	unsat	No	Z3
/4/foobar.txt.9	0m1,329s	unsat	Yes	cvc5
/4/foobar.txt.9	0m1,360s	unsat	No	cvc5
/4/foobar.txt.9	0m6,288s	unsat	Yes	mathSAT
/4/foobar.txt.9	0m6,203s	unsat	No	mathSAT

